HEROP_ID,OdMortRtAv
050US55137,13.94
050US55139,15.46
050US55141,12.56
050US56001,16.06
050US56003,20.3
050US56005,15.18
050US56007,22.78
050US56009,17.3
050US56011,14.5
050US56013,22
050US56015,16.7
050US56017,18.56
050US56019,18.1
050US56021,16.8
050US56023,22.02
050US56025,19.06
050US56027,16.52
050US56029,16.56
050US56031,18.24
050US56033,15.5
050US56035,18.54
050US56037,20.84
050US56039,15.24
050US56041,23.02
050US56043,20.28
050US56045,15.46
050US72001,
050US72003,
050US72005,
050US72007,
050US72009,
050US72011,
050US72013,
050US72015,
050US72017,
050US72019,
050US72021,
050US72023,
050US72025,
050US72027,
050US72029,
050US72031,
050US72033,
050US72035,
050US72037,
050US72039,
050US72041,
050US72043,
050US72045,
050US72047,
050US72049,
050US72051,
050US72053,
050US72054,
050US72055,
050US72057,
050US72059,
050US72061,
050US72063,
050US72065,
050US72067,
050US72069,
050US72071,
050US72073,
050US72075,
050US72077,
050US72079,
050US72081,
050US72083,
050US72085,
050US72087,
050US72089,
050US72091,
050US72093,
050US72095,
050US72097,
050US72099,
050US72101,
050US72103,
050US72105,
050US72107,
050US72109,
050US72111,
050US72113,
050US72115,
050US72117,
050US72119,
050US72121,
050US72123,
050US72125,
050US72127,
050US72129,
050US72131,
050US72133,
050US72135,
050US72137,
050US72139,
050US72141,
050US72143,
050US72145,
050US72147,
050US72149,
050US72151,
050US72153,
